multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1521,HAMSTUR,1932-01-01,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,52.0,,,
1526,TL03GOG,1932-01-01,10:04,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,49.0,,,
1528,691XC80,1932-01-01,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1531,M20CPR,1932-01-01,00:00,96.0,40,AV SIEMPRE VIVA,R01,APELADA,56.0,54.0,,,
1541,TL03GOG,2020-07-06,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,,,
1542,5777770,1932-01-01,10:04,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
1547,BX55DOG,1932-01-01,00:00,51.0,40,AV LIBERTADOR,R01,PAGADA,11.0,9.0,,,
1549,MPX9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,32.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
1552,41RSTZ,2020-10-28,00:00,98.0,80,AV SIEMPRE VIVA,R02,PAGADA,18.0,14.0,,,
1554,UW3932,1932-01-01,00:00,87.0,80,AV LIBERTADOR,R03,APELADA,7.0,3.0,,,
1559,831MDB,2020-06-20,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,47.0,,,
1562,2999961,1932-01-01,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,38.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1563,W326AVE,2023-10-27,10:06,153.0,80,RUTA 9,R01,PAGADA,73.0,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1565,OUTSTDN,1932-01-01,09:04,89.0,60,AV LIBERTADOR,R01,PAGADA,29.0,26.0,,,
1566,DI2LOT,2022-01-24,09:04,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,29.0,,,
1570,VY90540,1932-01-01,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1572,YLO8WUE,1932-01-01,19:07,119.0,60,AV LIBERTADOR,R01,IMPAGA,59.0,56.0,,,
1573,VTIIAHV,1932-01-01,09:04,91.0,40,AV LIBERTADOR,R01,APELADA,51.0,49.0,,,
1578,TL03GOG,1932-01-01,10:07,84.0,60,RUTA 9,R02,IMPAGA,24.0,21.0,,,
1589,691XC80,1932-01-01,00:00,134.0,60,AV SIEMPRE VIVA,R02,PAGADA,74.0,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1590,FD1475,2022-08-09,09:06,110.0,40,AV SIEMPRE VIVA,R03,PAGADA,70.0,68.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
1595,6611172,1932-01-01,10:07,144.0,80,RUTA 9,R01,APELADA,64.0,60.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1596,M431ZW,1932-01-01,00:00,122.0,80,AV SIEMPRE VIVA,R02,IMPAGA,42.0,38.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
1605,UW3932,2021-07-04,00:00,81.0,60,AV SIEMPRE VIVA,R03,IMPAGA,21.0,18.0,,,
1607,810TCH,1932-01-01,14:59,49.0,40,AV LIBERTADOR,R02,APELADA,9.0,7.0,,,
1618,B81JKY,2022-03-28,00:00,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,,,
1622,HF3461,1932-01-01,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,3.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1628,FVIOUHP,1932-01-01,00:00,135.0,60,AV LIBERTADOR,R02,IMPAGA,75.0,72.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
1630,3646HBH,1932-01-01,09:07,112.0,40,AV LIBERTADOR,R03,IMPAGA,72.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
1631,W326AVE,1932-01-01,14:59,90.0,40,AV SIEMPRE VIVA,R02,APELADA,50.0,48.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1632,HF3461,1932-01-01,00:00,57.0,40,AV SIEMPRE VIVA,R01,APELADA,17.0,15.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1634,B81JKY,1932-01-01,10:09,123.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,60.0,,,
1644,WEFLYN,1932-01-01,15:00,109.0,80,AV LIBERTADOR,R03,PAGADA,29.0,25.0,,,
1645,TL03GOG,2023-01-01,10:09,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,,,
1647,RFH373,1932-01-01,15:00,86.0,60,RUTA 9,R02,IMPAGA,26.0,23.0,,,
1650,41RSTZ,2022-05-17,10:10,78.0,60,RUTA 9,R02,PAGADA,18.0,15.0,,,
1653,CD05601,2020-11-21,19:10,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,,,
1657,6EVY261,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,12.0,,,
1665,GOOGLE,1932-01-01,09:08,79.0,60,RUTA 9,R03,PAGADA,19.0,16.0,,,
1668,FVIOUHP,1932-01-01,10:11,84.0,60,AV LIBERTADOR,R01,IMPAGA,24.0,21.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
1680,MPX9357,2022-06-01,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,67.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
1686,FVIOUHP,2022-06-15,19:12,43.0,40,RUTA 9,R01,PAGADA,3.0,1.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
1692,HAMSTUR,1932-01-01,19:12,116.0,40,AV LIBERTADOR,R03,APELADA,76.0,74.0,,,
1701,9999868,1932-01-01,10:12,89.0,60,RUTA 9,R01,APELADA,29.0,26.0,,,
1702,WU08YWC,1932-01-01,19:13,80.0,40,RUTA 9,R02,PAGADA,40.0,38.0,,,
1711,TL03GOG,1932-01-01,00:00,80.0,40,AV LIBERTADOR,R01,IMPAGA,40.0,38.0,,,
1716,BP717,2020-03-08,19:14,94.0,40,AV SIEMPRE VIVA,R03,PAGADA,54.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
1717,CD05601,2023-02-07,19:14,118.0,40,RUTA 9,R02,IMPAGA,78.0,76.0,,,
1726,RFH373,2020-06-13,15:03,110.0,60,AV LIBERTADOR,R02,IMPAGA,50.0,47.0,,,
1729,HF58HXP,1932-01-01,19:15,97.0,60,RUTA 9,R01,PAGADA,37.0,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
1731,B81JKY,1932-01-01,09:11,92.0,40,AV SIEMPRE VIVA,R01,APELADA,52.0,50.0,,,
1733,UM96201,1932-01-01,19:15,125.0,80,AV LIBERTADOR,R02,APELADA,45.0,41.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1736,BP717,1932-01-01,19:15,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
1737,81ZFJD,1932-01-01,00:00,87.0,40,AV LIBERTADOR,R03,APELADA,47.0,45.0,,,
1746,HF58HXP,2023-10-01,00:00,112.0,40,RUTA 9,R03,PAGADA,72.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
1748,BP717,1932-01-01,10:13,139.0,80,AV SIEMPRE VIVA,R03,IMPAGA,59.0,55.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
1749,NHZ1002,1932-01-01,19:16,102.0,40,AV SIEMPRE VIVA,R01,APELADA,62.0,60.0,,,
1754,6611172,1932-01-01,10:14,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1761,GCP332,2020-08-02,09:12,89.0,40,AV SIEMPRE VIVA,R01,APELADA,49.0,47.0,,,
1766,GN64OTP,1932-01-01,15:04,123.0,60,AV LIBERTADOR,R01,PAGADA,63.0,60.0,,,
1767,AWS167,1932-01-01,10:15,128.0,80,AV LIBERTADOR,R02,APELADA,48.0,44.0,,,
1770,VTIIAHV,1932-01-01,09:12,143.0,80,RUTA 9,R03,APELADA,63.0,59.0,,,
1780,M20CPR,1932-01-01,10:16,150.0,80,AV LIBERTADOR,R03,APELADA,70.0,66.0,,,
1790,CT5B876,2023-03-24,15:05,59.0,40,AV LIBERTADOR,R03,PAGADA,19.0,17.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.86
1794,6EVY261,1932-01-01,00:00,65.0,60,RUTA 9,R02,PAGADA,5.0,2.0,,,
1797,9999868,1932-01-01,15:05,101.0,80,AV SIEMPRE VIVA,R02,IMPAGA,21.0,17.0,,,
1806,FD1475,1932-01-01,15:06,82.0,60,AV SIEMPRE VIVA,R03,IMPAGA,22.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
1812,MX60NZA,2020-08-25,15:06,83.0,60,AV LIBERTADOR,R02,APELADA,23.0,20.0,,,
1817,VNK296GP,2021-08-22,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,46.0,,,
1822,GCP332,1932-01-01,09:13,101.0,80,AV LIBERTADOR,R03,APELADA,21.0,17.0,,,
1828,810TCH,2023-03-25,09:14,160.0,80,AV LIBERTADOR,R01,IMPAGA,80.0,76.0,,,
1832,J1S1,2022-05-31,09:14,48.0,40,RUTA 9,R02,APELADA,8.0,6.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
1833,MVU4688,1932-01-01,00:00,74.0,60,RUTA 9,R01,APELADA,14.0,11.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
1840,3646HBH,1932-01-01,09:15,86.0,40,AV LIBERTADOR,R03,APELADA,46.0,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
1845,W326AVE,1932-01-01,09:15,78.0,60,AV LIBERTADOR,R03,PAGADA,18.0,15.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1847,BHRP770,2021-04-07,09:16,67.0,40,RUTA 9,R03,APELADA,27.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
1848,DK414N,1932-01-01,09:16,81.0,40,AV SIEMPRE VIVA,R01,PAGADA,41.0,39.0,,,
1854,YLO8WUE,1932-01-01,10:19,98.0,80,AV LIBERTADOR,R02,IMPAGA,18.0,14.0,,,
1857,GCP332,1932-01-01,00:00,159.0,80,RUTA 9,R01,IMPAGA,79.0,75.0,,,
1861,CD05601,1932-01-01,15:07,120.0,60,RUTA 9,R03,IMPAGA,60.0,57.0,,,
1863,WU341A,1932-01-01,00:00,123.0,60,AV SIEMPRE VIVA,R01,PAGADA,63.0,60.0,,,
1865,MVU4688,1932-01-01,00:00,88.0,60,AV SIEMPRE VIVA,R02,IMPAGA,28.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
1876,VTIIAHV,1932-01-01,00:00,110.0,60,AV LIBERTADOR,R03,PAGADA,50.0,47.0,,,
1878,AWS167,1932-01-01,10:20,144.0,80,AV LIBERTADOR,R01,PAGADA,64.0,60.0,,,
1892,WU341A,1932-01-01,19:20,109.0,80,AV LIBERTADOR,R01,IMPAGA,29.0,25.0,,,
1899,PIW4215,1932-01-01,00:00,93.0,80,RUTA 9,R02,IMPAGA,13.0,9.0,,,
1901,B81JKY,2023-10-15,00:00,75.0,60,AV LIBERTADOR,R01,APELADA,15.0,12.0,,,
1907,2999961,1932-01-01,10:20,157.0,80,RUTA 9,R03,IMPAGA,77.0,73.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1910,HAMSTUR,1932-01-01,19:21,111.0,40,AV LIBERTADOR,R03,APELADA,71.0,69.0,,,
1914,HF58HXP,1932-01-01,00:00,78.0,40,AV LIBERTADOR,R01,PAGADA,38.0,36.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
1915,MVU4688,1932-01-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
1919,TL03GOG,1932-01-01,19:21,83.0,40,RUTA 9,R02,IMPAGA,43.0,41.0,,,
1920,GN64OTP,1932-01-01,15:10,99.0,80,AV SIEMPRE VIVA,R02,IMPAGA,19.0,15.0,,,
1921,M431ZW,1932-01-01,09:19,105.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,42.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
1936,GOOGLE,1932-01-01,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,,,
1943,DK414N,1932-01-01,10:22,100.0,40,AV SIEMPRE VIVA,R03,PAGADA,60.0,58.0,,,
1947,RFH373,1932-01-01,19:22,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0,,,
1948,CT5B876,1932-01-01,19:22,155.0,80,RUTA 9,R01,APELADA,75.0,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.86
1953,FVIOUHP,1932-01-01,09:20,115.0,60,AV SIEMPRE VIVA,R03,IMPAGA,55.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
1955,0695DVH,1932-01-01,19:23,139.0,60,AV LIBERTADOR,R01,PAGADA,79.0,76.0,,,
1958,GCP332,1932-01-01,00:00,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0,,,
1970,VY90540,1932-01-01,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1979,HAMSTUR,2021-01-23,10:23,107.0,40,RUTA 9,R02,APELADA,67.0,65.0,,,
1981,GN64OTP,1932-01-01,10:23,107.0,40,AV LIBERTADOR,R01,PAGADA,67.0,65.0,,,
1984,AWS167,1932-01-01,15:11,78.0,40,AV LIBERTADOR,R03,APELADA,38.0,36.0,,,
1989,W326AVE,1932-01-01,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,67.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2000,CT5B876,1932-01-01,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.86
2002,HF3461,2021-04-10,10:24,100.0,80,RUTA 9,R01,APELADA,20.0,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2003,0695DVH,1932-01-01,19:26,154.0,80,RUTA 9,R01,APELADA,74.0,70.0,,,
2005,810TCH,2021-08-18,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,24.0,22.0,,,
2008,W326AVE,1932-01-01,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,30.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2009,3646HBH,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,60.0,57.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2010,831MDB,2021-04-25,00:00,75.0,40,RUTA 9,R03,APELADA,35.0,33.0,,,
2011,990XYK,1932-01-01,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0,,,
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,44.0,,,
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,,,
2019,UM96201,1932-01-01,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2021,AWS167,1932-01-01,19:27,51.0,40,AV SIEMPRE VIVA,R01,PAGADA,11.0,9.0,,,
2022,810TCH,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,IMPAGA,21.0,18.0,,,
2033,CBMUK,1932-01-01,15:13,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0,,,
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,37.0,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
2042,XIIUME,1932-01-01,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2050,0695DVH,2023-07-05,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0,,,
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,65.0,,,
2065,PIW4215,1932-01-01,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0,,,
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.86
2078,NHZ1002,1932-01-01,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,48.0,,,
2081,BM351,2023-01-22,00:00,96.0,60,AV LIBERTADOR,R03,APELADA,36.0,33.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
2088,B81JKY,1932-01-01,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,23.0,,,
2091,41RSTZ,2021-03-01,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,1.0,,,
2102,810TCH,1932-01-01,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,18.0,,,
2107,BB8986,1932-01-01,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,7.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2109,AWS167,1932-01-01,00:00,73.0,40,AV LIBERTADOR,R03,IMPAGA,33.0,31.0,,,
2110,WEFLYN,1932-01-01,09:27,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0,,,
2112,HK06YMX,1932-01-01,10:27,148.0,80,AV SIEMPRE VIVA,R03,APELADA,68.0,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.86
2118,FD1475,2022-01-27,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,46.0,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
2120,2999961,1932-01-01,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
2123,J1S1,2021-04-06,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,2.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,57.0,,,
2135,409,1932-01-01,00:00,45.0,40,RUTA 9,R02,APELADA,5.0,3.0,,,
2141,HK06YMX,1932-01-01,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,65.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.86
2146,YLO8WUE,2023-12-25,00:00,113.0,40,AV LIBERTADOR,R03,IMPAGA,73.0,71.0,,,
2149,INTIGR8,1932-01-01,19:31,72.0,60,AV SIEMPRE VIVA,R01,PAGADA,12.0,9.0,,,
2151,HAMSTUR,1932-01-01,10:30,134.0,80,RUTA 9,R02,APELADA,54.0,50.0,,,
2154,FD1475,1932-01-01,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
2160,PIW4215,1932-01-01,00:00,136.0,60,AV LIBERTADOR,R02,APELADA,76.0,73.0,,,
2170,BB8986,2023-05-07,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,72.0,,,
2182,990XYK,1932-01-01,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,39.0,,,
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2192,589222,1932-01-01,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
2195,409,1932-01-01,19:34,99.0,80,RUTA 9,R01,PAGADA,19.0,15.0,,,
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,76.0,74.0,,,
2201,0695DVH,1932-01-01,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,28.0,,,
2202,MX60NZA,1932-01-01,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,54.0,,,
2205,6NCE831,1932-01-01,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,,,
2213,M431ZW,1932-01-01,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,24.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
2217,BP717,1932-01-01,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2225,HF3461,1932-01-01,10:33,81.0,60,RUTA 9,R03,PAGADA,21.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2226,UM96201,1932-01-01,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2236,409,1932-01-01,19:36,81.0,60,RUTA 9,R02,IMPAGA,21.0,18.0,,,
2237,MPX9357,1932-01-01,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,21.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2239,J1S1,1932-01-01,09:31,127.0,80,AV LIBERTADOR,R03,APELADA,47.0,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2243,9999868,2021-04-23,00:00,75.0,60,RUTA 9,R01,PAGADA,15.0,12.0,,,
2245,9999868,1932-01-01,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,49.0,,,
2247,WU08YWC,1932-01-01,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0,,,
2248,BM351,2021-08-12,15:19,112.0,60,RUTA 9,R03,PAGADA,52.0,49.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
2255,6EVY261,1932-01-01,00:00,99.0,80,AV LIBERTADOR,R02,APELADA,19.0,15.0,,,
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,63.0,,,
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,56.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2263,6NCE831,1932-01-01,00:00,109.0,60,AV LIBERTADOR,R02,APELADA,49.0,46.0,,,
2267,GLEN1E,1932-01-01,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,29.0,25.0,,,
2269,GE1466,1932-01-01,09:32,159.0,80,RUTA 9,R03,APELADA,79.0,75.0,,,
2274,GE1466,2020-12-11,10:35,122.0,60,RUTA 9,R01,APELADA,62.0,59.0,,,
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,14.0,10.0,,,
2279,0695DVH,1932-01-01,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,61.0,58.0,,,
2288,81ZFJD,1932-01-01,10:35,114.0,40,AV SIEMPRE VIVA,R02,IMPAGA,74.0,72.0,,,
2296,3646HBH,1932-01-01,10:36,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
